SEQ_AREA;Área;VAL_NACIONAL;DSC_FASE;tem correspondente?
4622;TIZIU;4.311.063.039.999.990;Desenvolvimento;Sim
4622;TIZIU;6.917.818.289.261.990;Produção;Sim
911;TM;21.190.066.144.805;Produção;Não
2455;TM;25.500.593.270.000.000;Desenvolvimento;Não
2455;TM;36.565.698.174.106.600;Produção;Não
2804;TQ;607849868.22;Desenvolvimento;Não
2804;TQ;9.988.696.862.036.350;Produção;Não
1274;TR;22.039.467.912.999.900;Desenvolvimento;Não
1274;TR;20.208.996.740.528.800;Produção;Não
4626;TRINCA FERRO;6.767.468.319.999.990;Desenvolvimento;Sim
4626;TRINCA FERRO;12.610.849.965.592.000;Produção;Sim
3935;TROVOADA;15484740;Desenvolvimento;Sim
3935;TROVOADA;3800400;Produção;Sim
4280;TUBARÃO AREIA;31.760.687.100.000.000;Desenvolvimento;Sim
4281;TUBARÃO AZUL;5.809.028.560.030.000;Desenvolvimento;Sim
4282;TUBARÃO GATO;0;Desenvolvimento;Sim
4283;TUBARÃO MARTELO;3.100.147.094.574.990;Desenvolvimento;Sim
4283;TUBARÃO MARTELO;78353399.09;Produção;Sim
4284;TUBARÃO TIGRE;2.527.301.400.000.000;Desenvolvimento;Sim
4417;TUCANO;118.111.738.447;Desenvolvimento;Sim
4417;TUCANO;18.071.235.467.500.000;Produção;Sim
3955;TUPI;10.017.539.840.994.000;Desenvolvimento;Sim
3955;TUPI;7.334.622.489.102.910;Produção;Sim
3377;TUPI_NE;37645120.58;Desenvolvimento;Não
2457;UB;19.463.040.294.500.000;Desenvolvimento;Não
2457;UB;2.102.841.725.709.020;Produção;Não
3936;UIRAPURU;12134000;Desenvolvimento;Sim
3936;UIRAPURU;15.523.133.302.418.700;Produção;Sim
3937;UIRAPURU SUDOESTE;2584100;Desenvolvimento;Sim
3937;UIRAPURU SUDOESTE;133400;Produção;Sim
2458;UPN;6.325.844.968.999.990;Desenvolvimento;Não
2458;UPN;8.669.130.939.836.610;Produção;Não
4019;URUGUÁ;1585680026.03;Desenvolvimento;Sim
4019;URUGUÁ;3.565.745.195.168.610;Produção;Sim
4630;URUTAU (LICITADO);8.920.644.800.000.000;Desenvolvimento;Sim
1275;VD;6.995.934.080.800.000;Desenvolvimento;Não
1275;VD;37.781.756.569.277.500;Produção;Não
1276;VL;450284847.48;Desenvolvimento;Não
1276;VL;6.264.213.387.905.520;Produção;Não
1277;VM;42.113.908.046.000.000;Desenvolvimento;Não
1277;VM;3.648.812.020.983.230;Produção;Não
2805;VQ;3.812.331.600.000.000;Desenvolvimento;Não
2805;VQ;16.122.058.000.000.000;Produção;Não
2459;VR;10492219.72;Desenvolvimento;Não
2459;VR;12114974.34;Produção;Não
2460;VRG;19.918.530.859.999.900;Desenvolvimento;Não
2460;VRG;30.224.551.249.006.300;Produção;Não
1300;XA;204493153.65;Desenvolvimento;Não
1300;XA;1.027.746.814.291.190;Produção;Não
4288;XERELETE;249.435.001.079;Desenvolvimento;Sim
1278;XRLS;0;Desenvolvimento;Não
